ID,AgeGroup,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive_Fraction,SS_Fraction,Alcohol,Caffeine,Cannabis,Cocaine
692,25 - 34,Female,University degree,UK,White,34,39,39,44,45,16.29,11.19,Used,Used, Never Used, Never Used
693,45 - 54,Female,Masters degree,UK,White,38,35,44,41,38,16.29,8.97,Used,Used,Used, Never Used
694,35 - 44,Male,Masters degree,UK,White,25,38,47,46,46,14.64,8.97,Used,Used,Used,Used
695,35 - 44,Male,Professional certificate/ diploma,UK,White,27,36,43,39,40,13.63,11.83,Used,Used,Used,Used
696,35 - 44,Female,Masters degree,UK,White,34,37,46,51,53,16.29,7,Used,Used, Never Used, Never Used
697,55 - 64,Male,University degree,UK,White,28,42,49,33,51,18.83,11.62,Used,Used,Used,Used
698,45 - 54,Female,University degree,Canada ,Other,21,38,53,53,42,16.29,11.62,Used,Used,Used, Never Used
699,35 - 44,Male,University degree,USA,White,35,33,52,43,37,18.83,11.19,Used,Used,Used,Used
700,55 - 64,Male,Some college or university,UK,White,34,32,41,45,34,18.83,13.21,Used,Used,Used,Used
701,35 - 44,Female,Some college or university,Other,White,45,41,49,37,43,7.85,11.14,Used,Used,Used,Used
702,45 - 54,Male,Left school before 16 years,UK,White,26,47,49,48,49,16.29,13.21,Used,Used,Used, Never Used
703,35 - 44,Female,University degree,UK,White,32,44,50,41,42,10.34,11.19,Used,Used,Used, Never Used
704,55 - 64,Male,University degree,UK,White,23,45,45,37,41,16.29,11.62,Used,Used,Used, Never Used
705,35 - 44,Male,Some college or university,USA,White,28,38,42,39,44,16.29,11.19,Used,Used,Used,Used
706,18 - 24,Male,Some college or university,UK,White,23,42,53,55,43,16.29,11.83,Used,Used,Used, Never Used
707,18 - 24,Female,University degree,UK,White,34,33,36,40,44,11.46,8.97,Used,Used,Used, Never Used
708,25 - 34,Male,University degree,UK,White,35,52,48,42,38,11.46,13.21,Used,Used,Used,Used
709,18 - 24,Male,Some college or university,UK,White,40,36,43,48,49,14.64,11.19,Used,Used,Used, Never Used
710,18 - 24,Male,Professional certificate/ diploma,UK,White,27,38,41,47,45,16.29,4.62,Used,Used,Used, Never Used
711,18 - 24,Male,University degree,UK,White,45,41,50,39,32,13.63,11.14,Used,Used,Used,Used
712,18 - 24,Male,Some college or university,USA,White,30,39,40,50,45,14.64,8.97,Used,Used,Used, Never Used
713,25 - 34,Female,Masters degree,UK,White,41,42,51,44,49,18.83,11.19,Used,Used,Used,Used
714,18 - 24,Male,University degree,USA,White,41,45,52,54,42,10.34,11.19,Used,Used,Used, Never Used
715,18 - 24,Male,Professional certificate/ diploma,UK,White,43,47,49,36,40,10.34,5.46,Used,Used,Used, Never Used
716,18 - 24,Female,Some college or university,USA,White,42,43,53,54,44,18.83,13.21,Used,Used,Used,Used
717,18 - 24,Male,Some college or university,UK,White,35,29,37,39,28,7.85,8.97,Used,Used,Used, Never Used
718,35 - 44,Male,University degree,USA,White,28,34,44,44,44,16.29,8.97,Used,Used,Used,Used
719,18 - 24,Male,Left school at 16 years,Other,White,35,31,41,39,40,5.52,11.14,Used,Used,Used, Never Used
720,55 - 64,Male,University degree,UK,White,32,33,41,40,39,11.46,13.21,Used,Used,Used,Used
721,35 - 44,Male,Some college or university,UK,White,48,45,52,42,49,10.34,11.19,Used,Used,Used,Used
722,35 - 44,Female,Professional certificate/ diploma,UK,White,51,35,48,48,43,16.29,8.97,Used,Used,Used,Used
723,55 - 64,Male,Professional certificate/ diploma,UK,White,35,38,46,39,39,14.64,7,Used,Used,Used,Used
724,25 - 34,Female,University degree,UK,White,27,49,48,49,46,13.63,11.19,Used,Used,Used, Never Used
725,35 - 44,Female,Some college or university,UK,White,47,36,51,48,39,13.63,11.83,Used,Used,Used,Used
726,25 - 34,Female,Masters degree,UK,White,39,44,51,53,44,18.83,5.46,Used,Used,Used,Used
727,18 - 24,Male,Professional certificate/ diploma,UK,White,56,33,51,35,38,16.29,11.19,Used,Used,Used, Never Used
728,25 - 34,Female,Masters degree,UK,Mixed-White/Black,39,44,42,44,41,13.63,11.83,Used,Used, Never Used, Never Used
729,18 - 24,Male,Some college or university,Canada ,White,23,41,51,41,30,13.63,11.62,Used,Used,Used, Never Used
730,25 - 34,Female,Left school at 16 years,Australia,White,30,42,47,39,43,7.85,11.19,Used,Used,Used,Used
731,35 - 44,Female,University degree,UK,White,43,40,39,43,42,18.83,7,Used,Used,Used, Never Used
732,18 - 24,Male,Some college or university,UK,White,28,48,44,42,38,13.63,13.21,Used,Used,Used, Never Used
733,18 - 24,Female,University degree,UK,White,48,44,51,42,42,16.29,11.83,Used,Used,Used,Used
734,35 - 44,Male,Left school at 16 years,UK,Mixed-White/Asian,42,41,48,41,40,18.83,11.19,Used,Used,Used, Never Used
735,18 - 24,Male,Some college or university,UK,White,43,47,55,33,28,10.34,11.19,Used,Used,Used,Used
736,25 - 34,Female,University degree,UK,White,38,53,59,53,37,7.85,11.14,Used,Used,Used,Used
737,25 - 34,Male,University degree,UK,White,31,27,26,33,33,14.64,11.62,Used,Used,Used,Used
738,25 - 34,Male,University degree,UK,White,26,51,46,44,55,11.46,11.14,Used,Used,Used,Used
739,18 - 24,Female,Left school at 18 years,Other,White,48,41,55,51,46,16.29,13.21,Used,Used,Used, Never Used
740,25 - 34,Male,Masters degree,Other,White,35,30,49,40,38,13.63,11.19,Used,Used,Used,Used
741,35 - 44,Male,Some college or university,UK,White,24,41,50,51,37,10.34,11.62,Used,Used,Used,Used
743,45 - 54,Female,Masters degree,UK,White,44,38,48,48,52,11.46,13.21,Used,Used,Used, Never Used
744,35 - 44,Female,University degree,UK,White,42,41,41,37,35,14.64,7,Used,Used,Used, Never Used
745,25 - 34,Male,Left school at 16 years,UK,White,32,40,42,37,47,11.46,13.21,Used, Never Used,Used, Never Used
746,45 - 54,Male,Some college or university,UK,White,27,41,46,47,30,7.85,11.83,Used,Used, Never Used, Never Used
747,25 - 34,Female,Left school at 16 years,UK,White,43,42,38,46,39,16.29,11.83,Used,Used, Never Used, Never Used
748,25 - 34,Female,Masters degree,UK,White,35,43,49,45,45,16.29,11.83,Used,Used,Used,Used
749,35 - 44,Female,Left school at 16 years,UK,White,40,36,36,43,28,13.63,11.83,Used,Used,Used,Used
750,35 - 44,Female,Doctorate degree,UK,White,21,46,39,53,54,18.83,11.19,Used,Used, Never Used, Never Used
751,35 - 44,Male,Masters degree,UK,White,34,40,46,50,41,18.83,13.21,Used,Used,Used,Used
752,25 - 34,Female,Professional certificate/ diploma,UK,White,17,49,33,50,50,18.83,8.97,Used,Used,Used,Used
753,25 - 34,Male,Some college or university,Other,White,51,38,53,52,28,5.52,11.62,Used,Used,Used,Used
754,25 - 34,Female,Masters degree,UK,White,40,47,42,51,45,13.63,13.21,Used,Used,Used,Used
755,25 - 34,Male,Doctorate degree,UK,White,27,43,55,50,38,13.63,11.62,Used,Used,Used,Used
756,18 - 24,Male,Some college or university,USA,White,23,50,56,48,56,16.29,7,Used,Used,Used,Used
757,18 - 24,Female,Masters degree,UK,Mixed-White/Asian,42,42,42,44,47,18.83,11.83,Used,Used,Used, Never Used
758,18 - 24,Female,Some college or university,Ireland,White,56,37,45,48,25,7.85,13.21,Used,Used,Used, Never Used
759,18 - 24,Male,Some college or university,USA,White,40,44,46,42,40,11.46,11.14,Used,Used,Used,Used
760,18 - 24,Male,Doctorate degree,UK,White,14,51,50,50,44,16.29,13.21,Used,Used,Used,Used
761,25 - 34,Male,University degree,Canada ,White,36,33,40,40,37,13.63,11.14,Used,Used,Used,Used
762,18 - 24,Male,Some college or university,USA,White,52,42,38,40,23,0.37,11.83,Used,Used,Used, Never Used
763,25 - 34,Female,University degree,Australia,White,24,45,55,50,43,18.83,13.21,Used,Used,Used,Used
764,18 - 24,Female,University degree,UK,White,47,45,50,49,30,10.34,8.97,Used,Used,Used,Used
765,18 - 24,Male,Left school at 16 years,UK,White,40,33,53,47,34,11.46,11.19,Used,Used,Used,Used
766,18 - 24,Male,Some college or university,USA,White,42,41,58,48,42,13.63,11.14,Used,Used,Used,Used
767,18 - 24,Male,Some college or university,USA,White,46,34,48,56,37,11.46,11.62,Used,Used,Used,Used
768,25 - 34,Male,Masters degree,New Zealand,White,44,35,47,38,40,16.29,11.62,Used,Used,Used,Used
769,18 - 24,Female,Professional certificate/ diploma,USA,Other,32,44,47,41,47,7.85,11.19,Used,Used,Used,Used
770,25 - 34,Male,University degree,Australia,White,46,41,50,46,47,14.64,11.19,Used,Used,Used, Never Used
771,18 - 24,Male,Some college or university,USA,White,42,28,37,43,35,5.52,11.14,Used,Used,Used, Never Used
772,18 - 24,Female,Masters degree,UK,Asian,41,30,33,49,44,11.46,8.97, Never Used,Used, Never Used, Never Used
773,45 - 54,Male,University degree,UK,White,48,30,43,39,28,13.63,13.21,Used,Used,Used,Used
774,45 - 54,Female,Professional certificate/ diploma,Canada ,White,46,31,44,41,38,18.83,11.83,Used,Used,Used,Used
775,18 - 24,Male,Left school at 18 years,Other,White,25,37,50,45,42,16.29,11.83,Used,Used,Used, Never Used
776,18 - 24,Female,Some college or university,Other,White,21,43,52,41,28,13.63,13.21,Used,Used,Used, Never Used
777,25 - 34,Male,Some college or university,USA,White,37,37,40,41,42,16.29,4.62,Used,Used,Used,Used
778,18 - 24,Male,Some college or university,USA,Mixed-White/Asian,41,44,51,39,38,13.63,11.62,Used,Used,Used,Used
779,18 - 24,Male,Some college or university,Canada ,White,54,40,58,40,37,10.34,11.19,Used,Used,Used,Used
780,45 - 54,Male,Left school at 18 years,UK,White,18,47,44,47,39,13.63,11.19,Used,Used,Used,Used
781,18 - 24,Female,Professional certificate/ diploma,USA,White,46,24,45,46,42,14.64,8.97,Used,Used,Used,Used
782,35 - 44,Male,Professional certificate/ diploma,USA,White,46,33,40,34,36,13.63,11.19,Used,Used,Used,Used
783,18 - 24,Male,Some college or university,USA,Other,47,31,48,43,33,5.52,5.46,Used,Used,Used,Used
784,18 - 24,Female,Some college or university,USA,White,44,37,52,46,38,11.46,11.14,Used,Used,Used, Never Used
785,18 - 24,Female,Some college or university,USA,White,33,43,52,43,49,18.83,11.14,Used,Used,Used,Used
786,18 - 24,Male,Masters degree,USA,White,49,34,52,43,44,18.83,11.19,Used,Used,Used, Never Used
787,18 - 24,Male,Professional certificate/ diploma,Other,White,30,40,47,41,29,10.34,11.19,Used,Used,Used,Used
788,35 - 44,Male,Professional certificate/ diploma,Other,White,44,36,47,38,43,7.85,11.62,Used,Used,Used,Used
789,18 - 24,Male,Professional certificate/ diploma,UK,White,21,48,42,39,33,5.52,11.19,Used,Used, Never Used,Used
790,18 - 24,Male,Some college or university,UK,White,19,41,51,44,47,13.63,11.14,Used,Used,Used, Never Used
791,18 - 24,Male,University degree,Australia,White,34,37,52,39,36,7.85,11.19,Used,Used,Used, Never Used
792,18 - 24,Male,Some college or university,USA,White,42,39,50,32,41,7.85,5.46,Used,Used,Used, Never Used
793,18 - 24,Male,Some college or university,Other,White,44,44,48,36,31,16.29,11.83,Used,Used,Used,Used
794,25 - 34,Male,Some college or university,UK,White,36,53,44,39,42,7.85,11.62,Used,Used, Never Used,Used
795,25 - 34,Male,University degree,UK,White,35,36,54,51,38,13.63,11.19,Used,Used,Used, Never Used
796,18 - 24,Male,Some college or university,USA,White,47,36,44,39,49,16.29,11.83,Used,Used,Used,Used
797,18 - 24,Male,Some college or university,USA,White,40,33,44,46,41,18.83,11.19,Used,Used,Used,Used
798,18 - 24,Female,University degree,UK,White,30,45,49,47,50,16.29,11.19,Used,Used,Used,Used
799,25 - 34,Female,Some college or university,USA,White,37,47,51,41,47,18.83,11.14,Used,Used,Used,Used
800,35 - 44,Female,Some college or university,UK,White,48,44,55,46,37,5.52,11.19,Used,Used,Used,Used
801,18 - 24,Male,Some college or university,Canada ,White,25,41,46,46,54,18.83,11.83,Used,Used,Used,Used
802,25 - 34,Male,Some college or university,USA,White,41,37,45,47,34,11.46,13.21,Used,Used,Used,Used
803,18 - 24,Male,Left school at 18 years,Ireland,White,31,42,47,38,37,10.34,11.14,Used,Used,Used, Never Used
804,45 - 54,Female,University degree,USA,White,37,33,39,48,40,14.64,11.14,Used,Used,Used,Used
805,25 - 34,Male,Some college or university,USA,White,41,32,43,49,42,18.83,11.62,Used,Used,Used,Used
806,18 - 24,Female,University degree,Canada ,White,54,29,55,31,45,11.46,11.62,Used,Used,Used,Used
807,25 - 34,Male,Some college or university,USA,White,33,41,44,40,35,7.85,11.19,Used,Used,Used,Used
808,18 - 24,Male,Left school at 17 years,Australia,White,32,45,51,47,35,5.52,11.14,Used,Used,Used, Never Used
809,18 - 24,Female,Some college or university,USA,White,46,45,53,36,38,10.34,11.14,Used,Used,Used,Used
810,18 - 24,Male,University degree,USA,White,40,26,39,48,30,14.64,8.97,Used,Used,Used,Used
811,18 - 24,Male,Professional certificate/ diploma,UK,White,21,34,37,54,41,18.83,8.97,Used,Used,Used,Used
812,18 - 24,Male,Left school at 18 years,USA,White,21,45,53,37,39,16.29,11.62,Used,Used,Used, Never Used
813,45 - 54,Female,University degree,USA,White,48,51,52,30,29,10.34,11.14,Used,Used,Used,Used
814,18 - 24,Male,Some college or university,USA,White,47,35,46,34,35,7.85,11.14,Used,Used,Used,Used
815,25 - 34,Male,University degree,USA,White,41,36,51,32,45,18.83,13.21,Used,Used,Used,Used
816,18 - 24,Male,Some college or university,UK,White,29,40,43,37,44,11.46,5.46,Used,Used,Used,Used
817,18 - 24,Male,Some college or university,Canada ,White,57,42,48,37,34,5.52,11.14,Used,Used,Used,Used
818,18 - 24,Female,Some college or university,USA,White,37,33,46,46,47,18.83,11.19,Used,Used,Used, Never Used
819,45 - 54,Male,Doctorate degree,Australia,White,42,41,52,57,44,16.29,13.21,Used,Used,Used,Used
820,25 - 34,Female,Masters degree,UK,White,51,34,46,41,33,13.63,13.21,Used,Used,Used,Used
821,18 - 24,Male,Some college or university,Australia,Asian,29,51,51,44,45,10.34,5.46,Used,Used,Used, Never Used
822,18 - 24,Female,University degree,USA,White,32,42,45,42,43,10.34,11.14,Used,Used,Used,Used
823,18 - 24,Male,Some college or university,UK,White,35,47,51,40,45,18.83,11.14,Used,Used, Never Used, Never Used
824,18 - 24,Male,Some college or university,USA,White,35,41,51,45,39,10.34,11.14,Used,Used,Used, Never Used
825,18 - 24,Male,Some college or university,Other,1.90725,36,38,45,29,26,7.85,11.14,Used,Used,Used, Never Used
826,18 - 24,Male,University degree,Australia,White,42,24,26,49,31,16.29,7,Used,Used,Used, Never Used
827,18 - 24,Male,University degree,USA,White,41,44,47,36,50,18.83,13.21,Used,Used,Used,Used
828,18 - 24,Male,Some college or university,USA,White,37,49,54,35,36,11.46,11.19,Used,Used,Used,Used
829,18 - 24,Male,University degree,Other,White,27,43,46,38,39,13.63,13.21,Used,Used,Used, Never Used
830,25 - 34,Female,Doctorate degree,Australia,White,52,43,53,47,43,14.64,11.19,Used,Used,Used, Never Used
831,18 - 24,Male,Some college or university,USA,White,37,44,57,51,40,14.64,13.21,Used,Used,Used, Never Used
832,18 - 24,Male,Professional certificate/ diploma,UK,White,39,37,41,49,41,13.63,11.83,Used,Used,Used,Used
833,18 - 24,Male,Some college or university,USA,White,45,34,47,47,41,18.83,11.19,Used,Used,Used, Never Used
834,25 - 34,Female,Masters degree,USA,White,37,33,55,44,46,11.46,5.46,Used,Used,Used,Used
835,45 - 54,Female,Doctorate degree,USA,White,36,41,46,38,36,10.34,11.19,Used,Used,Used,Used
836,25 - 34,Female,Masters degree,USA,White,44,35,46,41,46,18.83,8.97,Used,Used, Never Used, Never Used
837,18 - 24,Male,University degree,USA,White,41,33,43,42,41,18.83,11.62,Used,Used,Used,Used
838,18 - 24,Male,University degree,Australia,White,21,41,46,41,30,13.63,11.62,Used,Used,Used, Never Used
839,45 - 54,Male,Masters degree,USA,White,32,42,47,35,44,13.63,13.21,Used,Used,Used,Used
840,18 - 24,Male,Some college or university,Australia,White,21,51,50,46,48,7.85,11.62,Used,Used,Used, Never Used
841,18 - 24,Male,Left school at 18 years,UK,White,43,40,58,44,30,7.85,11.19,Used,Used,Used, Never Used
842,25 - 34,Male,University degree,USA,White,38,30,50,24,42,10.34,11.14,Used,Used,Used,Used
843,18 - 24,Male,Some college or university,USA,White,30,39,52,40,32,5.52,11.19,Used,Used,Used, Never Used
844,18 - 24,Male,Some college or university,USA,White,29,40,48,54,50,18.83,11.19,Used,Used,Used,Used
845,25 - 34,Female,Some college or university,USA,White,41,37,47,36,40,14.64,11.62,Used,Used,Used,Used
846,18 - 24,Female,Some college or university,USA,White,39,45,53,50,38,13.63,13.21,Used,Used,Used, Never Used
847,35 - 44,Male,Some college or university,USA,White,45,28,36,42,44,14.64,4.62,Used,Used,Used, Never Used
848,18 - 24,Female,Professional certificate/ diploma,Canada ,White,41,37,35,50,37,13.63,11.19,Used,Used,Used,Used
849,25 - 34,Male,University degree,USA,White,42,37,48,30,35,11.46,11.19,Used,Used,Used,Used
850,18 - 24,Male,Left school at 18 years,USA,White,41,44,53,36,39,7.85,11.14,Used,Used,Used,Used
851,55 - 64,Male,Masters degree,USA,White,21,40,54,51,45,13.63,11.62,Used,Used,Used,Used
852,18 - 24,Male,Masters degree,Other,White,40,33,49,41,45,13.63,13.21,Used,Used,Used, Never Used
853,18 - 24,Male,Some college or university,USA,White,28,49,55,49,43,11.46,11.62, Never Used,Used,Used, Never Used
854,25 - 34,Male,University degree,USA,White,43,41,36,35,32,13.63,11.14,Used,Used,Used,Used
855,18 - 24,Male,Some college or university,USA,White,36,40,55,44,40,13.63,11.62,Used,Used,Used,Used
856,18 - 24,Female,Some college or university,USA,White,32,41,46,42,34,7.85,11.19,Used,Used,Used, Never Used
857,18 - 24,Male,Left school at 16 years,Canada ,Mixed-White/Black,41,45,50,36,33,11.46,11.14,Used,Used,Used,Used
858,25 - 34,Male,Some college or university,UK,White,26,43,57,53,45,18.83,11.62,Used,Used,Used,Used
859,18 - 24,Male,Professional certificate/ diploma,USA,Mixed-White/Asian,41,48,45,47,54,10.34,11.14,Used,Used,Used,Used
860,25 - 34,Male,Left school at 17 years,Canada ,White,49,34,43,30,29,13.63,11.19,Used,Used,Used,Used
861,18 - 24,Male,Some college or university,USA,White,26,54,53,42,48,10.34,11.19,Used,Used,Used,Used
862,18 - 24,Female,Some college or university,Other,Asian,46,31,53,36,32,0.37,13.21,Used,Used,Used,Used
863,25 - 34,Male,Some college or university,Other,White,42,45,53,40,28,7.85,11.19,Used,Used,Used, Never Used
864,18 - 24,Male,University degree,UK,White,36,39,45,39,39,5.52,11.14,Used,Used,Used,Used
865,18 - 24,Male,Some college or university,Canada ,White,20,48,58,48,48,16.29,11.62, Never Used,Used,Used, Never Used
866,18 - 24,Male,Some college or university,Ireland,White,51,36,45,32,37,16.29,11.19,Used,Used,Used,Used
867,18 - 24,Female,Some college or university,USA,White,34,47,42,39,36,10.34,11.62,Used,Used,Used, Never Used
868,18 - 24,Male,Some college or university,Canada ,White,40,32,50,47,36,13.63,11.83,Used,Used,Used,Used
869,18 - 24,Female,Some college or university,USA,White,35,48,55,48,54,11.46,11.14,Used,Used,Used, Never Used
870,18 - 24,Female,Some college or university,USA,White,24,42,51,49,52,16.29,13.21,Used,Used,Used, Never Used
871,45 - 54,Male,Professional certificate/ diploma,UK,White,51,35,52,41,28,7.85,5.46,Used,Used,Used,Used
872,25 - 34,Male,University degree,USA,White,45,34,53,40,49,10.34,5.46,Used,Used,Used,Used
873,18 - 24,Male,Masters degree,USA,White,38,50,47,32,34,11.46,13.21,Used,Used,Used,Used
874,25 - 34,Female,Masters degree,USA,White,29,37,46,47,40,16.29,8.97,Used,Used,Used,Used
875,18 - 24,Female,Some college or university,UK,White,50,27,47,38,23,16.29,3.77,Used,Used,Used, Never Used
